,code,title,div,total,avg,max,100%,GM,M,A,B,C,D
1,09-09,Lightning And Thunder,LTD,2370,44.90928270042194,89.0,0.04219409282700326,0.8016877637130762,5.738396624472571,15.864978902953581,37.25738396624473,68.22784810126582,96.37130801687763
2,09-09,Lightning And Thunder,PROD,1385,43.91841155234657,88.0,0.07220216606498298,0.3610108303249149,4.981949458483754,13.2129963898917,34.51263537906138,69.96389891696751,96.53429602888086
3,09-09,Lightning And Thunder,CO,2507,51.73913043478261,88.0,0.1994415636218605,1.4758675708017535,11.687275628240926,25.648185081771032,53.968887116074995,82.28958915037894,97.20781810929398
4,09-09,Lightning And Thunder,REV,134,43.507462686567166,82.0,2.238805970149258,2.985074626865668,14.925373134328353,29.850746268656707,53.73134328358209,79.8507462686567,95.52238805970148
5,09-09,Lightning And Thunder,L10,179,42.55307262569833,83.0,0.0,0.0,2.7932960893854784,8.938547486033514,31.84357541899442,67.0391061452514,94.97206703910615
6,09-09,Lightning And Thunder,OPN,1576,60.79505076142132,90.0,0.1269035532994991,5.964467005076145,26.903553299492387,46.763959390862944,70.43147208121827,88.3248730964467,97.08121827411168
7,09-09,Lightning And Thunder,SS,498,47.18072289156626,85.0,0.20080321285141167,0.8032128514056183,8.433734939759034,20.88353413654619,45.38152610441767,78.1124497991968,97.38955823293173
0,09-10,Life's Little Problems,LTD,779,5.787326572528882,12.8736,0.12836970474967302,1.283697047496787,4.236200256739409,10.141206675224652,30.6803594351733,70.08985879332478,97.04749679075738
1,09-10,Life's Little Problems,OPN,490,6.648600816326531,13.2075,1.0204081632653015,1.8367346938775455,4.08163265306122,12.857142857142861,36.12244897959184,73.26530612244898,96.93877551020408
2,09-10,Life's Little Problems,L10,71,4.726132394366197,10.3986,0.0,0.0,1.4084507042253591,2.816901408450704,16.901408450704224,50.70422535211267,97.1830985915493
3,09-10,Life's Little Problems,PROD,569,5.01629402460457,9.4595,0.0,0.0,1.757469244288231,8.611599297012305,29.525483304042183,69.42003514938489,97.01230228471002
4,09-10,Life's Little Problems,REV,41,4.313458536585366,6.9825,2.439024390243901,4.878048780487802,9.756097560975604,26.829268292682926,58.536585365853654,90.2439024390244,100.0
5,09-10,Life's Little Problems,CO,1113,6.32548939802336,12.3667,0.8086253369272214,2.066486972147345,6.918238993710688,17.520215633423177,43.84546271338724,82.03054806828392,97.84366576819407
6,09-10,Life's Little Problems,SS,162,4.71632037037037,9.3168,0.0,0.0,1.2345679012345698,4.320987654320987,22.22222222222223,62.96296296296296,99.38271604938271
7,09-10,Life's Little Problems,PCC,400,6.58283825,12.2353,1.25,3.75,9.75,23.25,52.0,84.25,97.0
0,09-13,Table Stakes,LTD,1868,2.9788137580299785,8.8083,0.10706638115631506,0.42826552462527445,1.4453961456102746,4.710920770877948,15.685224839400433,45.66381156316916,86.13490364025695
1,09-13,Table Stakes,SS,454,3.0107572687224673,7.9545,0.22026431718062156,0.881057268722472,2.202643171806173,6.828193832599112,19.603524229074893,46.91629955947136,89.64757709251101
2,09-13,Table Stakes,CO,1917,3.6921838810641625,8.5575,0.20865936358893578,0.5738132498695876,3.2863849765258237,10.172143974960875,31.559728742827332,63.69327073552425,92.7490871152843
3,09-13,Table Stakes,REV,131,2.7493343511450377,5.7301,7.63358778625954,10.687022900763353,18.320610687022906,29.00763358778626,45.038167938931295,63.358778625954194,92.36641221374046
4,09-13,Table Stakes,L10,215,2.5994683720930234,7.4157,0.0,0.0,0.46511627906976116,1.3953488372092977,9.767441860465112,35.34883720930233,87.44186046511628
5,09-13,Table Stakes,PCC,985,3.935237969543147,8.5492,0.507614213197968,1.3197969543147252,4.467005076142129,13.604060913705581,37.766497461928935,71.57360406091371,94.72081218274113
6,09-13,Table Stakes,OPN,1202,4.330237936772047,9.8039,0.0831946755407671,0.1663893510815342,1.8302828618968334,7.570715474209649,27.454242928452572,62.39600665557404,93.17803660565723
7,09-13,Table Stakes,PROD,1277,2.9545736100234925,8.0882,0.07830853563038431,0.15661707126076863,1.1746280344557505,4.463586530931877,18.40250587314017,48.47298355520751,86.92247454972592
